company_id,vendor_id,category_id,tax_id,name,slug,sku,barcode,short_description,description,cost_price,price,compare_price,has_variants,track_stock,weight,is_active,is_featured,meta_title,meta_desc,tax_rate
1,,,1,KIT SISTEMA COLADO APC ,kit-sistema-colado-apc,434,,,,415000.0,581000,,0,1,,1,0,,,21.0
1,,,1,KIT REPARACION PARA API,kit-reparacion-para-api,435,,,,32000.0,44800,,0,1,,1,0,,,21.0
1,,,1,KIT ZOCALOS ROSA,kit-zocalos-rosa,436,,,,10990.0,15400,,0,1,,1,0,,,21.0
1,,,1,LACA OPACADORA PARA ACRILICO INDENTAL COLOR ROSA,laca-opacadora-para-acrilico-indental-color-rosa,437,,,,23900.0,33500,,0,1,,1,0,,,21.0
1,,,1,LACA OPACADORA PARA ACRILICO INDENTAL COLOR DIENTE,laca-opacadora-para-acrilico-indental-color-diente,438,,,,23900.0,33500,,0,1,,1,0,,,21.0
1,,,1,LACA DE ESCAYOLA INDENTAL,laca-de-escayola-indental,439,,,,14000.0,19600,,0,1,,1,0,,,21.0
1,,,1,LIQUIDO CHEQUEADOR DE SUPERFICIES INDENTAL,liquido-chequeador-de-superficies-indental,440,,,,7000.0,9800,,0,1,,1,0,,,21.0
1,,,1,LIQUIDO GLACE PARA PORCELANA OKI,liquido-glace-para-porcelana-oki,441,,,,25000.0,35000,,0,1,,1,0,,,21.0
1,,,1,LIQUIDO MODELADOR PARA PORCELANA OKI x 100cc,liquido-modelador-para-porcelana-oki-x-100cc,442,,,,30000.0,42000,,0,1,,1,0,,,21.0
1,,,1,MANDRIL PARA DISCO ,mandril-para-disco,443,,,,860.0,1400,,0,1,,1,0,,,21.0
1,,,1,MANDRIL PARA LIJA,mandril-para-lija,444,,,,860.0,1400,,0,1,,1,0,,,21.0
1,,,1,MATRIZ DE PONTICOS Y TRAMOS PARA PORCELANA,matriz-de-ponticos-y-tramos-para-porcelana,445,,,,45000.0,500,,0,1,,1,0,,,21.0
1,,,1,MATRIZ DE SILICONA PARA CARILLAS PARA SOBRE DENTADURA,matriz-de-silicona-para-carillas-para-sobre-dentadura,446,,,,45000.0,58500,,0,1,,1,0,,,21.0
1,,,1,MATRIZ DE SILICONA PARA CARAS OCLUSALES,matriz-de-silicona-para-caras-oclusales,447,,,,45000.0,58500,,0,1,,1,0,,,21.0
1,,,1,MATRIZ DE SILICONA PARA RODETES,matriz-de-silicona-para-rodetes,448,,,,45000.0,58500,,0,1,,1,0,,,21.0
1,,,1,MECHERO PARA LABORATORIO CON RECIPIENTE CON VALVULA,mechero-para-laboratorio-con-recipiente-con-valvula,449,,,,134000.0,174200,,0,1,,1,0,,,21.0
1,,,1,MICROBRUSH,microbrush,450,,,,3270.0,5200,,0,1,,1,0,,,21.0
1,,,1,MICROMOTOR ELECTRICO RENHE 119,micromotor-electrico-renhe-119,451,,,,189000.0,264600,,0,1,,1,0,,,21.0
1,,,1,MINIACUTRAC,miniacutrac,452,,,,9000.0,12600,,0,1,,1,0,,,21.0
1,,,1,MODIFICADOR DE COLORES PARA ACRILICO KIT DE 4 COLORES + BETAS,modificador-de-colores-para-acrilico-kit-de-4-colores-betas,453,,,,35000.0,49000,,0,1,,1,0,,,21.0
1,,,1,MONOMERO PARA COLADO OKI x 1Lt,monomero-para-colado-oki-x-1lt,454,,,,42140.0,59000,,0,1,,1,0,,,21.0
1,,,1,MONOMERO SEMIFLEX API x 1Lt,monomero-semiflex-api-x-1lt,455,,,,60110.0,84100,,0,1,,1,0,,,21.0
1,,,1,MONOMERO TERMOCURADO x 1Lt,monomero-termocurado-x-1lt,456,,,,23000.0,36800,,0,1,,1,0,,,21.0
1,,,1,MONOMERO AUTO x 1Lt NEW POLL,monomero-auto-x-1lt-new-poll,457,,,,51775.0,72500,,0,1,,1,0,,,21.0
1,,,1,MONOMERO AUTO x 1Lt VERACRIL,monomero-auto-x-1lt-veracril,458,,,,38935.0,54500,,0,1,,1,0,,,21.0
